,age_head,age_spouse,e00200p,e00900p,e02100p,e00200s,e00900s,e02100s,e00600,e00800,e01500,e02300,s006,DSI,blind_head,blind_spouse,nu18,n1820,n21,ssi_ben,vet_ben,snap_ben,mcare_ben,mcaid_ben,e02400,tanf_ben,housing_ben,wic_ben,nu13,nu05,n24,elderly_dependents,f2441,EIC,XTOT,MARS,e01100,e01400,e03300,e03270,e20400,e32800,e19200,e18500,e03240,e17500,e18400,e00900,e00650,e00300,e00400,e01700,e19800,e20100,e03210,e03150,other_ben,e00200,e02100
94101,61,0,0,0,0,0,0,0,0,0,0,0,105400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1907,948,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0
85822,41,47,0,0,0,78642,0,0,0,0,0,0,66500,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,4,2,0,0,0,0,9595,1291,10204,2480,0,0,4150,0,0,0,0,0,0,0,0,0,0,78642,0
347479,75,0,0,0,0,0,0,0,0,0,6303,0,35600,0,0,0,0,0,2,0,0,177,11622,0,13345,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1309,1379,0,0,920,0,0,0,0,6303,0,0,0,0,72,0,0
304332,36,0,37636,0,0,0,0,0,0,0,0,0,17300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,37636,0
3870,66,68,524,0,0,0,0,0,24711,0,420503,0,1800,0,0,0,0,0,2,0,18415,0,23244,0,17988,0,0,0,0,0,0,0,0,0,2,2,0,1177,0,0,0,0,10917,5786,0,0,0,0,0,1320,0,420503,5538,1214,0,0,0,524,0
159608,20,0,30447,0,0,0,0,0,0,0,0,0,103700,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,7051,1195,0,0,1501,0,0,17,0,0,0,0,0,0,0,30447,0
415792,24,21,0,0,820290,20318,0,0,0,0,0,0,800,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,7256,1591,0,0,0,20318,820290
201611,64,57,0,0,0,0,0,0,0,0,49788,0,8900,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3802,2134,0,0,2259,0,0,59,0,49788,4753,1042,0,0,0,0,0
158351,50,50,121788,0,0,76117,0,0,191,0,0,0,5900,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,13170,4068,0,0,12168,0,191,16976,29382,0,0,0,0,0,0,197905,0
258621,49,0,30741,0,0,0,0,0,0,0,0,0,49800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,4409,966,0,0,0,30741,0
209080,80,0,192080,0,0,0,0,0,3517,0,39025,0,11200,0,0,0,0,0,1,0,0,0,11622,0,14755,0,0,0,0,0,0,0,0,0,1,1,500,364,0,0,0,0,0,0,0,0,12794,0,3517,1419,2457,22517,5461,1197,0,6500,0,192080,0
231624,61,0,239202,0,0,0,0,0,286,0,0,0,1400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17738,3727,0,0,0,0,0,0,13699,0,286,571,0,0,5995,1314,0,0,0,239202,0
346644,16,0,555,0,0,0,0,0,0,0,0,0,19300,1,0,0,1,0,0,0,0,0,0,14062,0,0,0,808,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,5744,555,0
426779,28,0,34789,0,0,0,0,0,25235,0,0,0,40400,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2103,0,17109,18,0,0,0,0,0,0,0,34789,0
210340,64,63,336,0,0,0,0,0,0,0,43042,0,8400,0,0,0,0,0,2,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3869,2166,0,11581,2339,0,0,7,0,24835,0,0,0,0,0,336,0
399194,22,0,6717,0,0,0,0,0,0,0,0,0,55800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,350,0,0,10,0,0,0,0,335,0,0,6717,0
399482,42,0,0,0,0,0,0,0,0,0,0,0,35200,0,0,0,1,0,1,0,0,2612,0,7031,0,0,0,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3939,0,0
394134,60,59,52709,0,0,78088,0,0,632,0,0,0,7300,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,60566,0,0,0,0,0,9974,4257,0,0,3000,0,632,8281,14333,0,0,0,220,6500,0,130797,0
370232,62,0,0,0,0,0,0,0,20341,0,42219,0,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4771,2206,0,0,3397,0,13791,1212,0,42219,4919,1078,0,0,0,0,0
311635,21,0,19456,0,0,0,0,0,0,0,0,340,59500,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,19456,0
368967,68,67,0,9240,0,0,0,0,44085,0,42219,0,600,0,0,0,0,0,2,0,0,0,23244,0,34569,0,0,0,0,0,0,0,0,0,2,2,48445,6694,0,0,8579,0,6527,4069,0,0,9318,9240,44085,7115,21046,42219,0,0,0,0,0,0,0
96178,48,52,38354,0,0,164376,0,0,30154,0,0,0,3900,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,63477,0,0,0,11216,0,16012,4510,0,0,3000,0,30154,13339,23089,0,0,0,0,0,0,202730,0
335662,67,71,0,0,0,0,0,0,0,0,98369,0,8600,0,0,0,0,0,2,0,0,0,23244,0,14799,0,0,0,0,0,0,0,0,0,2,2,0,51546,0,0,8426,0,6879,4060,0,0,9412,0,0,8851,26181,98369,0,0,0,0,0,0,0
114972,23,24,9479,0,0,56874,0,0,0,0,0,0,45700,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,11660,2048,0,0,3500,0,0,0,0,0,4986,1093,0,0,0,66353,0
300536,37,41,40748,0,0,0,25596,0,85,0,0,0,64800,0,0,0,1,0,2,0,0,0,0,7031,0,0,0,0,0,0,1,0,0,1,3,2,5711,0,0,0,0,0,10040,2305,0,0,3873,25596,85,13,0,0,5065,1110,0,0,2872,40748,0
297361,42,39,48585,0,0,194340,0,0,4956,0,0,0,400,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5,2,4730,0,0,0,0,0,17925,4192,0,0,0,0,3360,744,0,0,0,0,0,0,0,242925,0
215753,31,0,5962,0,0,0,0,0,0,0,0,0,73800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,3608,791,0,0,0,5962,0
309991,54,0,0,27301,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7628,0,0,9448,0,0,0,0,7636,2856,27301,0,0,0,0,0,0,0,0,0,0,0
366523,54,59,174107,0,0,509264,0,0,123,0,0,0,3400,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,29442,0,0,0,19638,6524,0,0,33767,0,123,2529,0,0,7019,1539,0,0,0,683371,0
312823,35,31,6485,0,0,11889,0,0,0,0,0,0,73500,0,0,0,2,0,2,0,0,0,0,28125,0,0,0,0,2,0,2,0,2,2,4,2,0,0,0,0,0,161,0,0,0,0,850,0,0,0,0,0,0,0,0,0,11489,18374,0
8342,45,0,183366,0,0,0,0,0,140,1222199,0,0,2900,0,0,0,1,0,1,0,0,0,0,14062,0,0,0,0,1,0,1,0,1,1,2,4,0,0,0,0,0,553,31413,7551,0,0,70151,0,95,3531,0,0,0,0,0,0,5744,183366,0
89900,34,35,0,0,0,75727,0,0,0,0,0,0,33700,0,0,0,2,0,2,0,0,0,0,14062,0,0,0,0,2,2,2,0,2,2,4,2,0,0,0,0,0,0,10710,2267,0,5001,3750,0,0,0,0,0,5034,1104,0,0,5744,75727,0
418530,71,68,0,0,0,4532,0,0,0,0,103286,0,2300,0,0,0,1,0,2,0,0,0,23244,7031,37120,0,0,0,0,0,0,0,0,1,3,2,0,554,0,0,0,0,4685,3393,0,0,5659,0,0,0,0,0,0,0,0,0,2872,4532,0
378373,59,64,2728,0,0,5912,0,0,0,0,15040,3604,103900,0,0,0,0,0,2,0,19032,0,0,0,22486,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4855,2167,0,0,2522,0,0,0,0,15040,4824,1058,0,0,0,8640,0
5414,71,0,0,0,0,0,0,0,0,0,136577,0,700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,31082,0,0,0,0,5096,3455,0,0,8295,0,0,9,0,78804,5055,1108,0,0,0,0,0
412468,51,0,0,11995,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2500,11995,0,0,0,0,4718,1034,0,0,0,0,0
135139,57,48,0,0,0,0,307450,0,13820,0,0,0,300,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,2,3,6,2,0,0,0,0,0,0,14257,4680,0,3315,0,307450,13820,20,0,0,0,0,0,0,0,0,0
358605,29,31,31531,0,0,42660,0,0,0,0,0,0,39500,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,372,11257,2220,0,0,4002,0,0,14,0,0,0,0,0,0,0,74191,0
294180,64,0,0,0,0,0,0,0,0,0,37246,0,1200,0,0,0,0,0,1,0,0,0,11622,0,4960,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3811,1957,0,0,2508,0,0,178,0,37246,0,0,0,0,0,0,0
242532,22,24,0,0,0,13698,0,0,0,0,0,0,71900,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,13698,0
370126,70,0,0,0,0,0,0,0,0,0,89449,0,700,0,0,0,0,0,1,0,0,0,11622,0,18517,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5607,0,0,0,0,51612,0,0,0,0,0,0,0
442397,29,0,20125,0,0,0,0,0,0,0,0,0,56700,0,0,0,2,0,1,0,0,0,0,14062,0,0,0,0,2,0,2,0,2,2,3,4,0,0,0,0,0,0,0,0,0,0,991,0,0,0,0,0,4134,906,0,0,5744,20125,0
213956,47,47,0,293405,0,74535,75573,0,100,0,0,0,2800,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,2,3,6,2,0,0,0,0,0,1666,19091,4818,0,0,16034,368978,100,592,0,0,6120,1342,0,0,0,74535,0
359493,22,0,22705,0,0,0,0,0,0,0,0,0,43000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,22705,0
173309,64,0,0,0,0,0,0,0,826,0,92872,0,500,0,0,0,1,0,1,0,0,0,0,7031,0,0,0,0,1,0,1,0,1,1,2,4,0,0,0,3132,0,0,11417,4934,0,0,3000,0,826,5537,9585,92872,0,0,0,0,2872,0,0
29217,71,0,0,0,0,0,0,0,0,0,96585,0,6600,0,0,0,0,0,1,0,0,0,11622,0,15166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5093,0,0,76,0,96585,4806,1054,0,0,0,0,0
43350,25,0,210640,0,0,0,0,0,0,0,0,0,4300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15854,2834,0,0,10444,0,0,465,0,0,5763,1264,1162,0,0,210640,0
305517,39,0,25404,0,0,0,0,0,0,0,0,0,8200,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,25404,0
332930,34,43,10117,0,0,45526,0,0,0,0,0,0,55400,0,0,0,3,0,2,0,0,0,0,35157,0,0,0,0,3,1,3,0,3,3,5,2,0,0,0,0,0,0,9647,2013,0,0,2750,0,0,0,0,0,4796,1052,0,0,14361,55643,0
122155,33,31,92223,0,0,204940,0,0,0,0,0,0,4900,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,559,0,0,0,0,0,18886,3957,0,0,3000,0,0,1922,0,0,0,0,0,0,0,297163,0
219386,63,65,0,0,0,0,0,0,1594,0,24746,0,1200,0,0,0,0,0,2,0,0,0,11622,0,42618,0,0,0,0,0,0,0,0,0,2,2,0,2155,43839,24696,13125,0,26922,11434,0,0,106603,0,1594,7671,0,0,0,0,0,0,0,0,0
81550,57,55,441883,0,0,0,8256,0,0,0,0,0,6700,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,15214,5643,0,0,23177,8256,0,10,0,0,6632,1454,0,0,0,441883,0
131325,31,30,25891,0,0,26784,0,0,0,0,0,0,12400,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,6,2,0,0,0,0,0,0,10729,2074,0,0,2959,0,0,100,0,0,0,0,0,0,0,52675,0
306462,58,0,0,0,0,0,0,0,0,0,0,3561,33800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,303,0,0,1519,0,0,0,0,0,0,0,0,0
446802,68,0,2756,0,0,0,0,0,0,0,77400,0,3300,0,0,0,0,0,1,0,35669,0,11622,0,10580,0,0,0,0,0,0,0,0,0,1,1,0,268,44251,16778,0,0,24576,11714,0,0,141491,0,0,87825,0,77400,0,0,0,0,0,2756,0
2292,21,0,10980,0,0,0,0,0,0,0,0,0,15700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10980,0
268977,50,0,63166,0,0,0,0,0,0,0,0,0,9800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4900,0,0,3323,9709,0,0,0,0,0,0,63166,0
403501,54,0,0,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,0,1,8641,0,775,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,6718,0,0
259682,30,0,25617,0,0,0,0,0,0,0,0,0,56700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,0,4305,944,0,0,0,25617,0
371768,85,0,0,0,0,0,0,0,0,0,0,0,4900,0,0,0,0,0,1,0,0,0,11622,0,4628,6519,0,0,0,0,0,0,0,0,1,1,0,5335,0,0,0,0,0,0,0,0,392,0,0,0,0,0,3243,711,0,0,0,0,0
104409,45,32,43924,0,0,45876,0,0,0,0,0,0,40500,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,4,2,0,0,0,0,0,0,10063,2667,0,0,3000,0,0,170,0,0,0,0,0,0,0,89800,0
68700,28,25,47676,0,0,30432,0,0,0,0,0,0,6000,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,2,369,0,0,0,0,1624,0,0,0,0,3875,0,0,0,0,0,0,0,0,0,0,78108,0
260003,37,35,0,13367,0,16395,0,0,0,0,0,0,48600,0,0,0,4,1,2,0,0,5339,0,49220,0,0,0,0,3,0,4,0,3,3,7,2,0,0,0,0,0,0,0,0,0,0,952,13367,0,0,0,0,0,0,0,0,22286,16395,0
171496,73,0,0,0,0,0,0,0,0,0,0,0,89500,0,0,0,0,0,1,12960,0,3643,11622,7031,15183,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9654,0,0
450837,57,0,2029,0,0,0,0,0,0,0,0,0,44200,0,0,0,0,0,1,0,0,2362,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,989,457,0,0,100,0,0,0,0,0,3184,698,0,0,3837,2029,0
184106,80,0,0,0,0,0,0,0,0,0,0,0,89900,0,0,0,0,0,1,3838,0,2157,11622,7031,6471,0,3464,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,5321,0,0
19508,53,48,108090,0,0,0,0,0,1439,0,0,0,8200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,15756,7776,0,1439,14551,43041,0,0,0,0,0,0,108090,0
441317,44,0,0,32662,0,0,0,0,11076,0,0,0,2900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8381,2207,0,0,4445,32662,11076,4930,14403,0,5105,1119,0,0,0,0,0
308381,47,0,173952,0,0,0,0,0,0,0,0,0,36700,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10489,2910,0,0,8001,0,0,15,0,0,5546,1216,0,0,0,173952,0
140060,59,0,1909,0,0,0,0,0,0,0,100590,0,3400,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10567,0,7129,2842,0,0,6343,0,0,0,0,100590,5366,1176,0,0,0,1909,0
359021,20,0,1290,0,0,0,0,0,0,0,0,0,12800,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1290,0
144219,66,0,0,0,0,0,0,0,0,0,40167,0,3100,0,0,0,0,0,1,0,18728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,210,0,0,0,0,3340,1900,0,0,2277,0,0,31,0,23176,0,0,0,0,0,0,0
298993,47,46,180760,0,0,0,0,0,829,0,0,0,400,0,0,0,0,0,2,0,0,0,0,7031,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10128,0,829,470,0,0,0,0,944,0,2872,180760,0
246106,80,0,15898,0,0,0,0,0,171609,0,425021,0,13500,0,0,0,0,0,1,0,0,0,11622,0,19123,0,0,0,0,0,0,0,0,0,1,1,1902,0,0,0,11402,0,5393,6442,0,0,3000,0,171609,57631,23027,245237,0,0,0,0,0,15898,0
213461,79,71,0,0,0,0,0,0,9299,0,45873,0,6000,0,0,0,0,0,2,0,0,0,23244,0,36191,0,0,0,0,0,0,0,0,0,2,2,0,12612,0,0,0,0,1987,3522,0,0,5689,0,6304,2075,0,26468,4558,999,0,0,0,0,0
248294,57,0,0,0,0,0,0,0,0,0,0,0,148600,0,0,0,0,0,1,8027,0,2891,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,0,0,0,7332,0,0
370327,66,0,0,0,0,0,0,0,0,0,42219,0,300,0,0,0,0,0,1,0,0,0,11622,0,18517,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8681,0,3899,2172,0,0,3089,0,0,0,0,42219,0,0,0,0,0,0,0
390017,67,67,0,0,0,0,0,0,82,0,45211,0,8000,0,0,0,0,0,2,0,0,0,23244,0,30421,0,0,0,0,0,0,0,0,0,2,2,80,0,0,0,0,0,4237,2689,0,0,2567,0,55,586,0,26087,0,0,0,0,0,0,0
287296,80,0,0,0,0,0,0,0,7042,0,70511,0,9900,0,0,0,0,0,1,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,1,1,47,0,0,3487,0,0,7651,8383,0,0,55076,0,4774,1501,0,70511,0,0,0,0,0,0,0
415869,63,62,48763,0,0,38604,0,0,0,0,0,0,10000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,96,0,0,0,0,0,5481,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,87367,0
335550,35,0,30351,0,0,0,0,0,0,0,0,0,45500,0,0,0,2,1,1,0,0,0,0,28125,0,0,0,0,1,0,2,0,1,3,4,1,0,0,0,0,0,0,6510,1362,0,0,1500,0,0,0,0,0,4335,950,0,0,11489,30351,0
404886,27,0,46111,0,0,0,0,0,0,0,0,0,110500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,0,0,46111,0
161230,32,39,202980,0,0,42625,0,0,0,0,0,0,4800,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,17463,3610,0,0,12100,0,0,0,0,0,6022,1320,0,0,0,245605,0
363861,48,40,17072,0,0,28454,0,0,0,0,0,0,29900,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,4,2,0,0,0,0,0,138,7100,2071,0,0,2478,0,0,1317,0,0,0,0,0,0,0,45526,0
201375,60,0,9750,0,0,0,0,0,0,0,0,0,44600,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,1754,0,0,9750,0
205552,46,0,23269,0,0,0,0,0,0,0,0,0,72200,0,0,0,3,0,2,0,0,670,0,14062,0,0,0,0,2,1,2,0,2,3,5,1,610,0,0,0,0,0,0,0,0,0,1174,0,0,23,0,0,0,0,0,0,6018,23269,0
434800,61,59,0,16124,0,18270,0,0,0,0,0,0,46500,0,1,0,0,1,2,0,0,0,0,7031,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,4473,2082,0,0,2150,16124,0,0,0,0,4694,1029,0,0,2872,18270,0
190405,67,0,0,0,0,0,0,0,0,0,0,0,151100,0,0,0,0,0,1,10909,0,1696,11622,7031,19852,0,3069,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,8021,0,0
93667,35,0,10807,0,0,0,0,0,0,0,0,0,60000,0,0,0,3,0,1,0,0,2680,0,21094,9140,0,6437,0,2,0,3,0,2,3,4,4,0,0,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,0,9711,10807,0
166872,70,0,0,0,0,0,0,0,0,0,48375,0,6200,0,0,0,0,0,1,0,0,0,11622,0,25102,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3409,2344,0,0,3467,0,0,110,0,27912,0,0,0,0,0,0,0
276905,43,4,37551,0,0,0,0,0,0,0,0,0,115600,0,0,0,2,0,2,0,0,0,0,0,0,5561,0,0,1,0,1,1,1,1,4,2,0,0,0,0,0,0,6768,1765,0,0,1850,0,0,2,0,0,0,0,0,0,0,37551,0
379524,52,0,13265,0,0,0,0,0,0,0,0,0,112900,0,0,0,0,0,1,0,0,3106,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,1269,13265,0
183202,55,0,0,0,0,0,0,0,0,0,0,0,18200,0,0,0,0,0,1,0,0,0,11622,0,11535,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2412,944,0,0,541,0,0,24,0,0,0,0,0,0,0,0,0
132560,30,0,94636,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6500,0,0,4533,13411,0,0,0,0,0,0,94636,0
151059,28,0,198040,0,0,0,0,0,0,0,0,0,8300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,198040,0
239568,20,0,1211,0,0,0,0,0,0,0,0,0,61300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1211,0
48283,46,50,45089,0,0,73515,0,0,340,0,0,0,3300,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1137,0,0,0,0,11750,3232,0,0,7339,0,230,2712,8023,0,5560,1219,0,0,0,118604,0
198154,41,42,47357,0,0,40304,0,0,0,0,0,0,85700,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1666,9994,2489,0,0,4351,0,0,11,0,0,5170,1133,0,0,0,87661,0
364149,47,0,71632,0,0,0,0,0,18,0,0,0,55600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9866,0,7193,2053,0,0,3602,0,18,8,0,0,0,0,0,0,0,71632,0
325781,56,57,243,0,0,48750,0,0,0,0,77448,0,85500,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,8128,3107,0,0,6012,0,0,0,0,77448,5444,1194,0,0,0,48993,0
166298,51,0,71043,0,0,0,0,0,5034,0,0,0,100900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10075,0,0,0,0,0,0,0,0,0,4544,0,3413,3250,0,0,0,0,0,0,0,71043,0
316424,64,63,205371,0,0,216180,0,0,583,0,0,0,4400,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,33132,0,0,11929,0,11685,5666,0,0,21090,0,583,4600,0,0,6474,1420,0,0,0,421551,0
396547,50,0,13962,0,0,0,0,0,0,0,0,0,64000,0,0,0,0,0,1,0,0,2996,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3204,1054,0,0,750,0,0,0,0,0,0,0,0,0,1223,13962,0
395915,48,43,10238,0,0,0,0,0,0,0,0,0,77100,0,0,0,2,0,2,0,0,0,0,14062,0,0,0,0,1,0,2,0,1,2,4,2,0,0,0,0,0,0,3473,1072,0,0,550,0,0,0,0,0,3915,858,0,0,5744,10238,0
448656,68,0,71043,13065,0,0,0,0,443,0,0,0,90400,0,0,0,0,0,1,0,0,0,11622,0,9259,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4545,2709,0,0,4974,13065,443,214,0,0,0,0,0,0,0,71043,0
446938,54,0,48715,0,0,0,0,0,0,0,0,0,55200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,48715,0
